"ID";"method";"file";"N";"M";"SD";"kvar_obj";"kmeans_obj";"means_obj";"sd_obj";"skew_obj";"kur_obj";"cor_obj"
"A0V2O7I4";"kplus";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9753.1486255032;774.057176816089;0.144547575758428;0.175981426459128;0.271751984951597;0.515021850831691;0.370340932348638
"A0V2O7I4";"kplus-correlation";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9740.6571259527;773.612079078287;0.222328005781986;0.196750027090796;0.349650287100473;0.388181832235165;0.103350151606692
"A0V2O7I4";"kplus-skew-kurtosis";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9764.24415894671;774.979247825721;0.125761264859797;0.117855283834863;0.340350785727542;0.873133555608397;0.42193124346009
"A0V2O7I4";"random";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9325.83399821791;749.487198939143;0.820705909750882;0.72150026958492;0.362046974186766;0.319755148488994;0.35446130160771
"A0Y1F3L7";"diversity";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87640.7078264663;5059.73313191273;0.00378683734670607;0.0577179523947642;0.112788736882306;0.458385010162023;0.0239213676603992
"A0Y1F3L7";"k-means";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87478.0227369675;5059.73522921178;0.00058387305939811;0.178479313793698;0.614132138666866;0.235002247089481;0.0487412966568881
"A0Y1F3L7";"kplus";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87660.4829461699;5059.73484332964;0.00158246607840271;0.00263524689297882;0.361712219554713;0.646021793785699;0.0696383768355121
"A0Y1F3L7";"kplus-correlation";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87660.5154195238;5059.73504399956;0.00130114265011399;0.00159378911570022;0.367304499880411;0.756634003344751;0.00154584703247087
"A0Y1F3L7";"kplus-skew-kurtosis";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87660.1524496987;5059.72643154034;0.00758922201651283;0.00761570485974665;0.0189551515635586;0.179159762662125;0.118109217632304
"A0Y1F3L7";"random";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";85901.9505148486;5048.61871177879;0.219086889571052;0.534335296395118;0.144865127664921;0.471532760952128;0.226559277058189
"A1J5H4B2";"diversity";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9688.44650755725;1308.84526784081;0.00809288213019822;0.0915371149782754;0.0909645434694345;0.228377009054428;0.0526497189354925
"A1J5H4B2";"k-means";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9598.19556432248;1308.8539569983;0.00497992617454899;0.219586096421527;0.216718064597424;0.556252218852285;0.142217826105317
"A1J5H4B2";"kplus";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9705.50830988387;1308.83680835661;0.0104624644813185;0.00475981619952104;0.331903063688034;0.412291362959423;0.191724359224365
"A1J5H4B2";"kplus-correlation";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9705.23072966489;1308.79580587805;0.0200174962877001;0.0119451770458438;0.289689218392095;0.480169330119963;0.0095761681597389
"A1J5H4B2";"kplus-skew-kurtosis";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9705.2724983841;1308.83495085749;0.0144529206464192;0.0124150485834544;0.067020295312404;0.122289703114285;0.147725726334553
"A1J5H4B2";"random";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9575.14827685478;1271.49588899133;0.572254437319052;0.270505261197742;0.641772109858903;0.387779436977006;0.20629728022128
"A1N3K2Y5";"diversity";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.8690458826079;68.6100866164248;0.0326498086055491;0.0286518713310404;0.296555384326804;0.337470868195411;0.357046940235049
"A1N3K2Y5";"k-means";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";77.0467393863915;68.6291471018953;0.00269783984351828;0.167826452159682;0.106921594206069;0.0521883822139794;0.208575032461687
"A1N3K2Y5";"kplus";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.9591827550567;68.6284688303366;0.00658413314515115;0.00377893177264016;0.306917377152306;0.626765010810609;0.671124628239572
"A1N3K2Y5";"kplus-correlation";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.9562388198929;68.6275995570242;0.00965757709131486;0.00772840428484745;0.204988678833119;0.570782451426604;0.0129317470994435
"A1N3K2Y5";"kplus-skew-kurtosis";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.9602260522643;68.6219822869312;0.0161051615854218;0.00110554264824098;0.0817783100097739;0.177790313783666;0.889185413435326
"A1N3K2Y5";"random";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.0434295344007;65.358438511578;0.311162749120649;0.111848699337947;0.388109771036247;0.0920831901187398;0.0953932112725832
"A1O6P5V4";"diversity";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62512.7802322826;3090.59061038246;0.024712862445248;0.0205741176590448;0.143239052827103;0.372711403468996;0.045263504483179
"A1O6P5V4";"k-means";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62229.8392142646;3090.66118935938;0.000464888729582291;0.305922579264753;0.0338604900681797;0.0487683871523041;0.0727916601715885
"A1O6P5V4";"kplus";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62514.0818356411;3090.66119599508;0.000374437145191291;0.000328482717215861;0.305896897820284;0.777967020728628;0.14064726930984
"A1O6P5V4";"kplus-correlation";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62514.0814485913;3090.66089848135;0.00185825405285035;0.000446161505220699;0.687041477461808;0.183014056262062;0.000708240175784247
"A1O6P5V4";"kplus-skew-kurtosis";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62514.0008088535;3090.66111394888;0.00103248521627891;0.00507831378884105;0.0134489479383778;0.141246592723268;0.00867758601960866
"A1O6P5V4";"random";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62399.8974281573;3082.07309620376;0.284886790199578;0.149735939016675;0.511767152466509;0.238639756872982;0.0203202001858068
"A1P0W9O7";"diversity";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227321.769292956;11179.8021785133;0.0106855792225869;0.0413038399547352;0.0868200053760439;0.355171338169982;0.0158704040467596
"A1P0W9O7";"k-means";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227131.330273719;11179.8441063162;0.0015285835746351;0.111256067771156;0.238512386869715;0.412978167436322;0.0486764571822767
"A1P0W9O7";"kplus";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227348.55801066;11179.8415411418;0.00298047755987645;0.000606428316953567;0.267889919791292;0.423552256589199;0.0531016798445263
"A1P0W9O7";"kplus-correlation";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227348.536720777;11179.838902962;0.00423017435059839;0.00126003343201408;0.143628596857313;0.343687586095361;0.000836431396831289
"A1P0W9O7";"kplus-skew-kurtosis";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227348.338928892;11179.8414445917;0.00308487617147877;0.00385246297310693;0.0153131930569561;0.0885472981005672;0.0587484802463796
"A1P0W9O7";"random";"N300_M4_SD3_r0.5_A1P0W9O7";300;4;"0.5";227149.313551383;11169.5350284114;0.130716531778263;0.128783991593201;0.222460113696745;0.505182968536769;0.0535827161551487
"A1P2Z0Q9";"diversity";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";105710.014784889;5537.9942815377;0.0497755910366705;0.107038768081182;0.217991898329922;0.693638600621909;0.0350107002213086
"A1P2Z0Q9";"k-means";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";105257.158478213;5538.47453495417;0.0069011324959134;0.270568095932321;0.140480239944577;0.734767700700465;0.141149268064593
"A1P2Z0Q9";"kplus";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";105797.402633417;5538.48011103991;0.0043292725300082;0.00727266853805142;0.420649218136793;0.405098880243817;0.134149570408484
"A1P2Z0Q9";"kplus-correlation";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";105797.056329686;5538.47703191555;0.00624693230864189;0.00881467901975963;0.482370123772605;0.549950313098873;0.00406410248821769
"A1P2Z0Q9";"kplus-skew-kurtosis";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";105796.861041159;5538.42642481644;0.0170459009580111;0.0121979551248209;0.0908229142511514;0.124013269610654;0.103485367085137
"A1P2Z0Q9";"random";"N156_M4_SD3_r0.1_A1P2Z0Q9";156;4;"0.1";104688.237991187;5524.11909827717;0.266708611098465;0.426290127292008;0.214500327168197;0.804578642308508;0.139269492405871
"A2C4Z6F9";"diversity";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";235.566959884815;135.972924591619;0.0189810814452152;0.00869265751832848;0.319869420655281;0.372428794521942;0.0164137748553442
"A2C4Z6F9";"k-means";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";233.49980889026;135.987798331332;0.000491282653464167;0.116776447916859;0.481456659474806;0.559101652165175;0.479226822568557
"A2C4Z6F9";"kplus";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";235.580370508826;135.98761741572;0.0022629465113541;0.000216703766730109;0.12943612020987;0.955840679399191;0.432411741931709
"A2C4Z6F9";"kplus-correlation";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";235.580197516871;135.987624078376;0.00187573660605213;0.00103128292839394;0.72175605522922;0.156504481607207;0.00288354852356029
"A2C4Z6F9";"kplus-skew-kurtosis";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";235.5780290217;135.973310631533;0.0143999878291612;0.00410800870016564;0.131433903561086;0.287474582295607;0.0485994189029739
"A2C4Z6F9";"random";"N72_M2_SD1_r0.3_A2C4Z6F9";72;2;"0.3";234.767780226299;134.995314341174;0.148635138995422;0.05546481322264;0.190173900759139;1.25415892237851;0.329997912302175
"A2F4U8B3";"diversity";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30770.0708081354;3887.55473706603;0.0118040700651628;0.0302945765293617;0.130876306593696;0.322766309676168;0.0158198793649257
"A2F4U8B3";"k-means";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30712.2799624201;3887.60709436334;0.00173872917125918;0.110223600551041;0.337092118235583;0.398327661911815;0.0795687958986914
"A2F4U8B3";"kplus";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30775.7923148047;3887.60757040183;0.00116330355768112;0.00150051357079456;0.198186051390867;0.161638684038895;0.144035459906007
"A2F4U8B3";"kplus-correlation";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30775.7769172262;3887.60364777069;0.00300478702275123;0.00292979321708958;0.266005154757633;0.499921709846745;0.00209041693462123
"A2F4U8B3";"kplus-skew-kurtosis";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30775.6199670397;3887.60632613057;0.00224139064054859;0.00636894539222921;0.0130018552774844;0.135028010767397;0.106939922807895
"A2F4U8B3";"random";"N252_M4_SD2_r0_A2F4U8B3";252;4;"0";30646.1096872333;3881.09384086544;0.11632835399272;0.147163843356765;0.196025265337205;1.06785191247211;0.144888096309051
"A2L4W9V8";"diversity";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";29074.3574740493;3637.43094121212;0.0124464406171711;0.0157550932932385;0.141040215250306;0.334048004299204;0.0194111119906349
"A2L4W9V8";"k-means";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";28830.9919433167;3637.48107000687;0.00152571143340178;0.238207429891336;0.291296864228249;0.215323961221155;0.0905885492477772
"A2L4W9V8";"kplus";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";29075.8957122441;3637.47918547469;0.00300516820938996;0.00272102063426227;0.0886115506976912;0.793750300724742;0.0630783424803634
"A2L4W9V8";"kplus-correlation";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";29075.8784171985;3637.47498647494;0.00492473936342518;0.0028506607733082;0.23647166938833;0.476165165760236;0.0030285192203682
"A2L4W9V8";"kplus-skew-kurtosis";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";29075.7745207014;3637.4791875284;0.00254846034833266;0.00548447012499959;0.018212997658679;0.12834956306164;0.0896313880156663
"A2L4W9V8";"random";"N228_M4_SD2_r0.3_A2L4W9V8";228;4;"0.3";29031.8912611261;3625.708176119;0.183502124161728;0.0930536748417261;0.302146253289472;0.528383271850992;0.0516367266703625
"A2S9H1V4";"diversity";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1582.02659816293;678.989629267536;0.00654768543339157;0.0167499628648395;0.0971258775006242;0.314898728129839;0.0534989042076967
"A2S9H1V4";"k-means";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1572.66424396233;679.002084993903;0.0015023578194599;0.100689899347504;0.668292840191085;0.42388292658719;0.161392766950396
"A2S9H1V4";"kplus";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1582.35097977203;679.002250334601;0.00145837861224441;0.00247181322283729;0.19567492383687;0.827623315353215;0.0834493398432515
"A2S9H1V4";"kplus-correlation";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1582.34009414861;678.997933704762;0.00446020878044666;0.00480056558500674;0.353844840296927;0.296398131270093;0.00443957326193796
"A2S9H1V4";"kplus-skew-kurtosis";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1582.33510985888;678.997856732376;0.00452805789190056;0.00420617802601758;0.0543110882364984;0.157801030555583;0.0521908537379676
"A2S9H1V4";"random";"N144_M4_SD1_r0.5_A2S9H1V4";144;4;"0.5";1580.23756834163;676.145825884159;0.125375877707042;0.0542478017974816;0.312445438713607;0.546334866665067;0.105899822333743
"A2U5W1I6";"diversity";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1120.26593141626;650.838776678857;0.0159966360826117;0.0279815264726804;0.142132062232137;0.245208164261056;0.0466463924001787
"A2U5W1I6";"k-means";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1094.50477142902;650.895100837531;0.00160791367458656;0.161079819050653;0.341057060079436;0.311810277360817;0.152355467919579
"A2U5W1I6";"kplus";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1120.99436101273;650.891251736823;0.00443252499046314;0.00294892460817797;0.182298597583579;0.434520742468039;0.0942597865844449
"A2U5W1I6";"kplus-correlation";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1120.9851986505;650.877255692351;0.00926325832192054;0.00458957212816682;0.219483286521815;0.486509906171123;0.0125195124027044
"A2U5W1I6";"kplus-skew-kurtosis";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1120.97388466641;650.888775244418;0.00595272605197156;0.00522812156511878;0.0638106785737727;0.151884445695598;0.134476984798996
"A2U5W1I6";"random";"N132_M5_SD1_r0.3_A2U5W1I6";132;5;"0.3";1109.71659953753;647.742014086497;0.130078688721892;0.112627050389331;0.281654951234513;0.340898016643927;0.143546026241602
"A3I8W0S4";"diversity";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";163.728948522639;110.263331993098;0.0224414966083699;0.0602578085579998;0.388779762378362;0.627804780406847;0.190661217193343
"A3I8W0S4";"k-means";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";160.912690799402;110.279881415569;0.000843835138188491;0.177077399862789;0.448454638303702;0.668126607293998;0.350408869958691
"A3I8W0S4";"kplus";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";164.237926876584;110.279415446156;0.00391180779549499;0.00144033996329318;0.833877718785887;0.442491323038986;0.323519470274055
"A3I8W0S4";"kplus-correlation";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";164.238018917189;110.279289156446;0.00322125413420077;0.00174647182737514;0.80043891357006;0.348899835509864;0.00522931759078477
"A3I8W0S4";"kplus-skew-kurtosis";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";164.233915750632;110.268872446115;0.0145641688505405;0.00474000704848704;0.210328185613377;0.741241655551016;0.093890746404875
"A3I8W0S4";"random";"N60_M2_SD1_r0.3_A3I8W0S4";60;2;"0.3";162.516017510064;109.587732744277;0.148064227321818;0.10715263402812;0.314813128908626;0.90080002245051;0.0579593125921222
"A3K6G0Y8";"diversity";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2296.64764100086;1119.87411939744;0.00605214446806221;0.0192925090178403;0.112438870150274;0.293059200908326;0.0186210633491531
"A3K6G0Y8";"k-means";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2291.20739330903;1119.8866314846;0.000708334522151817;0.0450364471642549;0.199671586708847;0.263444680526506;0.111135871306139
"A3K6G0Y8";"kplus";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2297.13807960761;1119.88315915619;0.00299692149016659;0.00134825589421002;0.175793164523247;0.398282149563798;0.0994775916642749
"A3K6G0Y8";"kplus-correlation";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2297.13049211432;1119.88069947763;0.00388392481022928;0.00273541017475931;0.239414563947471;0.333110704221058;0.00404026407881662
"A3K6G0Y8";"kplus-skew-kurtosis";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2297.11942493443;1119.8758848931;0.00570513444746889;0.00360876904013243;0.0466711329067492;0.153673172928868;0.0680376891516274
"A3K6G0Y8";"random";"N216_M5_SD1_r0.1_A3K6G0Y8";216;5;"0.1";2292.34866099904;1118.49378711819;0.0687381237074704;0.0572855249161319;0.21114993439927;0.495340550422332;0.101011721646901
"A3K8P9Z7";"diversity";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1270.6765960754;689.402424025512;0.00195210634528716;0.00638012271318174;0.0187128654478744;0.231399068617537;0.0228709056435581
"A3K8P9Z7";"k-means";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1259.56771855021;689.403242661093;0.000393241217328991;0.126090793168914;0.160066966370969;0.546978733691625;0.109591461382272
"A3K8P9Z7";"kplus";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1270.72102934372;689.403129620932;0.000829808907124091;0.000144120123210005;0.146056000579695;0.341204342951879;0.127787070749676
"A3K8P9Z7";"kplus-correlation";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1270.7205787203;689.402951453891;0.00110523251878092;0.000721830116927391;0.157120342715424;0.179201995349203;0.000631046563969009
"A3K8P9Z7";"kplus-skew-kurtosis";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1270.72080315869;689.403188432838;0.000574288960023925;0.000533901747260349;0.000688607124002432;0.0699172259933725;0.0561936724089123
"A3K8P9Z7";"random";"N228_M3_SD1_r0.1_A3K8P9Z7";228;3;"0.1";1262.71227303488;688.314862362749;0.0666374680877741;0.07569636239162;0.14661624481211;0.59091003191372;0.0543267656400946
"A3R8S9J1";"diversity";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";193183.922977085;9859.61496487126;0.00899740118643599;0.0409152869609257;0.107545128061676;0.365539326887183;0.025837014009091
"A3R8S9J1";"k-means";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";192480.889559493;9859.64730309386;0.0017767806442942;0.254786925160871;0.353699203408674;0.479883962471329;0.12358989839183
"A3R8S9J1";"kplus";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";193204.780917222;9859.6432110144;0.00330496456738833;0.00177500540226971;0.219587086824418;0.78990193334409;0.0977712693900935
"A3R8S9J1";"kplus-correlation";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";193204.640008549;9859.64248182605;0.00419853819970781;0.00366834302052887;0.189153584425671;0.564212275041776;0.00213060473526184
"A3R8S9J1";"kplus-skew-kurtosis";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";193204.613020715;9859.63135094898;0.00706282605193135;0.0041226413179114;0.0140157696101053;0.17389281371917;0.073635961275623
"A3R8S9J1";"random";"N276_M4_SD3_r0.1_A3R8S9J1";276;4;"0.1";191617.758216253;9823.10017151138;0.25776931701594;0.33955361447413;0.214021733876285;0.907854105794649;0.0882811666227532
"A3S6P1M9";"diversity";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";699.8638339555;274.980850433493;0.0159743052189946;0.048374140082275;0.324289273313969;0.829627982595054;0.119216748010871
"A3S6P1M9";"k-means";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";691.309928608143;274.994749664106;0.000330426119886422;0.155191665105795;0.208192019157722;0.733663539974024;0.130290249814818
"A3S6P1M9";"kplus";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";700.772518550262;274.994741928445;0.000412468052102113;0.000586659332268868;0.510801247903533;0.935427632592072;0.408026940659125
"A3S6P1M9";"kplus-correlation";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";700.772502355605;274.99471498233;0.000781999038463724;0.000636926456200726;0.73181072394887;1.41893858723103;0.000147408144892058
"A3S6P1M9";"kplus-skew-kurtosis";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";700.742271088318;274.992684010893;0.00605186509487168;0.00862493297337774;0.0835865822240017;0.712688470360298;0.218943251304611
"A3S6P1M9";"random";"N108_M2_SD1_r0.3_A3S6P1M9";108;2;"0.3";686.313803841439;270.353153137727;0.271996185525452;0.220272214359949;0.211198292742321;0.537848668206264;0.0911172668568284
"A3X2W5Q6";"diversity";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19362.2543711507;2259.65176384256;0.0264919890228228;0.0497610163637535;0.15474850676722;0.381582076320046;0.028780556555628
"A3X2W5Q6";"k-means";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19351.7813010021;2259.78687363336;0.00560004761023994;0.0820505320844986;0.260979495943652;0.697611599383319;0.165470788923852
"A3X2W5Q6";"kplus";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19369.9059772658;2259.78313374885;0.00718494482393866;0.00291248660968346;0.231484560314607;0.687582493061726;0.137779259037288
"A3X2W5Q6";"kplus-correlation";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19369.9395270419;2259.74879778916;0.0169020756422263;0.0036265596164694;0.378925344603334;0.692980828319747;0.00670854539407315
"A3X2W5Q6";"kplus-skew-kurtosis";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19369.3818009586;2259.77100890944;0.0117152221986454;0.0127553679746618;0.0486225436397931;0.296980623064795;0.240788944678901
"A3X2W5Q6";"random";"N132_M4_SD2_r0_A3X2W5Q6";132;4;"0";19058.7103855564;2240.87337912372;0.286002708389224;0.371277086282058;0.376109397886395;0.326418878205315;0.0954341227651649
"A4E7O3I1";"diversity";"N204_M2_SD3_r0_A4E7O3I1";204;2;"0";110799.818709436;4398.85276078446;0.00488432913190455;0.0501483694108074;0.0748787249506498;0.428619681451395;0.0255828890219023
